A,B,C
82,86,7052
51,40,2040
83,24,1992
34,35,1190
86,70,6020
80,93,7440
3,65,195
29,50,1450
32,87,2784
78,76,5928
9,85,765
24,0,0
78,51,3978
53,44,2332
21,312,6552
95,38,3610
94,6,564
18656,4,74624
91,78,7098
63,38,2394
89,87,7743
19,53,1007
68,7,476
20,16,320
9781,11,107591
13,93,1209
94,39,3666
7,75,525
37,32,1184
93,44,4092
42,19,798
8,63,504
86,50,4300
37,70,2590
73,75,5475
6,59,354
70,5,350
9,85,765
81,15,1215
32,73,2336
6,4,24
87,654,56898
9,484,4356
59,63,3717
82,58,4756
23,47,1081
70,24,1680
19,10,190
5,-12,-60
13,49,637
18,86,1548
25,11,275
72,30,2160
21,11,231
91,36,3276
59,59,3481
38,60,2280
65,83,5395
99,78,7722
64,72,4608
55,99,5445
20,56,1120
64,70,4480
67,80,5360
60,30,1800
5,11,55
100,60,6000
3,19,57
52,87,4524
25,87,2175
47,10,470
27,42,1134
14,66,924
80,65,5200
2,5,10
66,62,4092
49849,24,1196376
41,37,1517
94,93,8742
84,50,4200
94,13,1222
78,69,5382
56,49,2744
40,40,1600
16,92,1472
13,43,559
59,74,4366
90,8,720
71,25,1775
15,4,60
985,4984,4909240
89,6,534
62,14,868
21,23,483
89,79,7031
489,864684,422830476
37,74,2738
17,14,238
68,954945,64936260
10,949,9490
39,27,1053
51,2,102
31,78,2418
6561,3,19683
77,35,2695
77,9,693
84,57,4788
9,20,180
651,1,651
5854,51,298554
39,31,1209
39,83,3237
15,65,975
14,15,210
30,80,2400
57,17,969
70,94,6580
32,55,1760
8,86,688
85,55,4675
54,27,1458
5,65,325
86,64,5504
5,797,3985
49,16,784
1,15,15
20,18,360
1,17,17
24,98,12360a
20,0,0
5,4656,23280
60,11,660
84,55,4620
9650,4894,47227100
20,62,1240
7498,494,3704012
45,11,495
52,71,3692
12,56161,673932
42,55,2310
2,37,74
49,62,3038
19,29,551
63,16,1008
52,85,4420
38,74,2812
61,53,3233
47,88,4136
5,54,270
73,69,5037
88,42,3696
65,84,5460
64,84,5376
61,15,915
949,798,757302
22,66,1452
67,33,2211
5,100,500
78,12,936
76,66,5016
2,17,34
4654,89,414206
17,3,51
353,89,31417
9,86,774
24,47,1128
83,2,166
49,83,4067
47,45,2115
91,16,1456
38,23,874
500,97494,48747000
56,44,2464
4894,12,58728
984,1,984
48,18,864
18,2,36
10,29,290
45,69,3105
22,42,924
13,29,377
6,2,12
6848,19,130112
189,20,3780
894,25,22350
63,63,3969
96,94,9024
26,26,676
8,60,480
19,100,1900
52,11,572
65,75,4875
19,98,1862
14,798,11172
91,62,5642
24,44,1056
86,7,602
26,53,1378
20,78,1560
21,25,525
-10,1,-10
53,1,53
66,16,1056
9,76,684
489,864684,422830476
10,97,970
132,425,56100
22,895,19690
50,48,2400
87,3,261
92,13,1196
82,9,738
81,5,405
15,4894,73410
85,66,5610
9,84,756
84,20,1680
252,1561,393372
8,320,2560
18,2,36
18,96,1728
22,44,968
53,26,1378
76,11,836
40,30,1200
500,464,232000
47,76,3572
-8417,1564,-13164188
3,9,27
42,90,3780
42,63,2646
6165,1564,9642060
13,55,715
54,34,1836
30,83,2490
10,79,790
74,25,1850
98,75,7350
14,20,280
24,24,576
57,10,570
-843,-8417,7095531
69,81,5589
33,68,2244
4,465,1860
60,95,5700
425,29,12325
65,49,3185
95,39,3705
11,54,594
79,33,2607
8,8,64
99,1,99
79,83,6557
95,46,4370
5,13,65
4984,49,244216
24,23,552
31,22,682
15,17,255
62,20,1240
75,22,1650
32,68,2176
27,14,378
25,92,2300
53,58,3074
91,90,8190
41,21,861
68,89,6052
66,36,2376
19,4894,92986
46,96,4416
16,10,160
31,19,589
68,21,1428
88,93,8184
75,64,4800
64,73,4672
14,15,210
24,24,576
34,40,1360
28,70,1960
88,18,1584
35,6,210
18,14,252
46,3,138
91,47,4277
96,91,8736
33,17,561
465,303223,140998695
7,24,168
33,91,3003
56,2,112
48,5,240
63,27,1701
87,45,3915
32,99,3168
17,80,1360
17,24,408
5,19,95
9,10,90
6666,115,766590
99,66,6534
3,8,24
32,20,640
41,95,3895
39,48,1872
30,2,60
56,67,3752
1,27,27
7,5,35
55,8949,492195
8,18,144
1,56,56
20,90,1800
15,5616,84240
51,19,969
83,59,4897
15,18,270
15,54,810
16,49,784
49,10,490
95,53,5035
2,36,72
10,27,270
13,67,871
62,88,5456
82,37,3034
5,28,140
42,21,882
6,90,540
42,15,630
87,15,1305
19,45,855
6,22,132
12,25,300
58,9,522
77,11,847
1,51,20b
500,500,250000
10,29,290
33,85,2805
49,61,2989
16,12,192
91,55,5005
50,71,3550
-4,949,-3796
39,91,3549
19,56,1064
8,81,648
94,49,4606
38,30,1140
68,87,5916
17,28,476
4894,12,58728
11,32,352
23,49,1127
89,63,5607
3,515,1545
78,55,4290
94,37,3478
55,19,1045
29,92,2668
45,78,3510
9,101,909
941,12,11292
1,30,30
40,65,2600
11,19,209
12,46,552
14,17,238
14,4,56
1,14,14e
57,11,627
66,20,1320
3,67,201
65,1,65
1,4,4
-89,8494,-755966
13,16,208
22,19,418
67,85,5695
69,47,3243
988,15,14820
87,65,5655
6,23,138
465,303223,140998695
272,34,9248
1,17,17
78,46,3588
79,18,1422
43,24,1032
141,14,1974
42,22,924
96,24,2304
97,74,7178
43,20,860
9,5,45
72,71,5112
22,69,1518
68,94,6392
27,13,351
8,1,8
74,1,74
26,38,988
89,68,6052
5,10,50
6,81,486
66,57,3762
81,90,7290
14,97,1358
67,60,4020
54,22,1188
13,8,104
87,38,3306
54,60,3240
20,100,2000
7,70,490
83,96,7968
4,9,36
15,50,750
43,11,473
8448,2,16896
36,39,1404
25,24,600
54,56,3024
-5641,4984,-28114744
88,72,6336
1,99,99
73,98,7154
498,798,397404
28,93,2604
77,18,1386
27,69,1863
55,34,1870
25,93,2325
12,66,792
1,15,15
34,93,3162
94,24,2256
99,48,4752
58,50,2900
7,91,637
84,5,420
17,35,595
49,56,2744
12,35,420
97,72,6984
62,100,6200
95,75,7125
3,12,36
37,30,1110
43,74,3182
2,11,22
63,53,3339
93,11,1023
5,61,305
12,21,252
64,66,4224
62,67,4154
4,315,1260
15,29,435
84,87,7308
36,55,1980
12,75,900
1,39,39
353,89,31417
52,34,1768
60,24,1440
73,42,3066
15,16,240
47,71,3337
32,56,1792
65,93,6045
100,9,900
1,0,0
32,1,32
69,39,2691
92,69,6348
43,82,3526
93,83,7719
86,37,3182
24,79,1896
83,92,7636
68,22,1496
62,15,930
7,45,315
67,50,3350
53,4,212
657,451,296307
1515,17,25755
8,254,2032
66,66,4356
984,484,476256
19,15,285
52,66,3432
13,28,364
19,4894,92986
8,88,704
69,98,6762
98,71,6958
47,37,1739
6516,94,612504
478,4894,2339332
63,48,3024
7,83,581
87,52,4524
100,47,4700
7,2,14
75161,894,67193934
36,48,1728
58,17,986
2,77,154
65,5,325
43,91,3913
9,489,4401
1515,17,25755
548,2,1096
9,6,54
45,77,3465
14,3,42
26,81,2106
100,45,4500
80,96,7680
4984,55,274120
19,26,494
-843,-8417,7095531
51,7,357
2,85,170
67,26,1742
5,42,210
98,7,686
98,72,7056
5,78,390
31,76,2356
685,9494,6503390
52,36,1872
80,77,6160
29,32,928
6,26,156
21,17,357
45,53,2385
39,35,1365
3,82,246
51,58,2958
984,20,19680
1,71,71
88,24,2112
23,25,575
67,51,3417
35,52,1820
53443,561,29981523
84,54,4536
90,69,6210
6,1,6
67,13,871
66,53,3498
79,81,6399
82,74,6068
60,20,1200
96,95,9120
87,32,2784
55,7,385
99,79,7821
24,10,240
41,19,779
48,25,1200
24,27,648
19,17,323
34,33,1122
48,47,2256
57,70,3990
659,949,625391
6,515,3090
25,96,2400
84,94,7896
99,30,2970
67,4,268
82,70,5740
35,48,1680
88,78,6864
45,16,720
94,57,5358
21,100,2100
91,6,546
4894,12,58728
66,42,2772
984,49494,48702096
26,44,1144
24,55,1320
28,98,2744
47,22,1034
2,72,144
17,40,680
53,9,477
67,62,4154
45,64,2880
7,25,175
36,66,2376
77,86,6622
56,41,2296
89,66,5874
4,42,168
39,65,2535
20,61,1220
35,58,2030
7,23,161
73,96,7008
33,69,2277
69,27,1863
5615,4,22460
46,18,828
96,31,2976
90,57,5130
82,82,6724
36,42,1512
61,30,1830
77,68,5236
55,43,2365
71,17,1207
82,49,4018
96,41,3936
78,42,3276
18,2,36
2,35,70
23,4,92
88,86,7568
85,16,1360
53,45,2385
57,94,5358
65,10,650
100,91,9100
4,5,20
15,11,165
13,61,793
43,54,2322
6,77,462
561,8494,4765134
15,38,570
34,75,2550
168,646,108528
31,14,434
93,54,5022
9494,489,4642566
19,646,12274
9,84,756
31,57,1767
51,83,4233
85,61,5185
10,22,220
9494,8489,80594566
5,-12,-60
27,77,2079
8,25,200
83,44,3652
83,40,3320
1,86,86
11,73,803
8,82,656
67,83,5561
44553,2,89106
58,90,5220
46,62,2852
19,38,722
2,12,24
82,96,7872
9,561,5049
15,101,1515
55,37,2035
50,47,2350
61,4,244
69,67,4623
39,70,2730
66,23,1518
7,100,700
18,0,0
78,97,7566
98,90,8820
84,165,13860
85,33,2805
36,67,2412
498,21,10458
11,72,792
65,30,1950
654,24,15696
64,68,4352
55,6,330
21,43,903
9,21,189
92,95,8740
1,79,79
80,42,3360
89,99,8811
41,29,1189
43,89,3827
94,98,9212
320,51,16320
9,35,315
53,12,636
89786,5615,504148390
63,47,2961
2,4897,9794
14,12,168
8,52,416
1,96,96
13,83,1079
55,47,2585
19,24,456
10,31,310
25,33,825
60,42,2520
94,55,5170
23,14,322
53,77,4081
30,52,1560
48,94,4512
76,8,608
616,-12,-7392
77,6,462
36,954945,34378020
26,31,806
61,74,4514
4,32023,0c
97,95,9215
25,80,2000
73,44,3212
77,84,6468
28,1,28
40,81,3240
27,91,2457
18,47,846
28,63,1764
89,41,3649
50,2,100
5,66,330
60,79,4740
25,14,350
7,55,385
32,77,2464
40,53,2120
25,949,23725
33,20,660
93,12,1116
30,50,1500
89,1,89
514,7,3598
62,57,3534
59,69,4071
25,30,750
14,82,1148
27,52,1404
85,2,170
26,97,2522
-10,798,-7980
16,87,1392
47,77,3619
58,18,1044
99,89,8811
89,44,3916
60,39,2340
76,69,5244
665,12,7980
30,15,450
59,68,4012
33,11,363
1,26,26
8448,0,0
76,3,228
41,20,820
64,15,960
20,45,900
75,51,3825
39,75,2925
72,15,1080
19,4,76
30,5,150
79,63,4977
91,28,2548
38,78,2964
25,49,1225
41,85,3485
485,28,13580
70,99,6930
38,5,190
52,3,156
80,85,6800
35,14,490
489546,22,10770012
58,10,580
489,4,1956
98,93,9114
94,26,2444
94,3,282
92,27,2484
36,46,1656
92,40,3680
96,26,2496
73,84,6132
44,39,1716
91,31,2821
948,512,328192a
25,4,100
6,26,156
27,48,1296
76,86,6536
498,42,20916
43,57,2451
18,21,378
87,57,4959
62,1,62
26,45,1170
9,24,216
16,86,1376
61,24,1464
5,121,605
9,5,45
65,63,4095
80,71,5680
849,4981,4228869
34,24,816
43,14,602
47,82,3854
45,6,270
48,72,3456
95,59,5605
21,44,924
26,6,156
93,5,465
22,1,22
856,-4894,-4189264
-59,489,-28851
23,68,1564
3,15,45
68,18,1224
48,97,4656
6,14,84
3,85,255
70,47,3290
654,949,620646
72,33,2376
55,64,3520
43,86,3698
19,96,1824
18,56,1008
1,34,34
74,46,3404
54,7,378
99,67,6633
73,83,6059
17,14,238
50,27,1350
11,95,1045
67,22,1474
70,27,1890
12,3,36
3,22,66
14,2,28
56,92,5152
89,94,8366
4894,165,807510
44,96,4224
44,29,1276
96,72,6912
11,11,121
64,60,3840
489,15,7335
90,23,2070
32,96,3072
#,28,#VALUE!
14,494,6916
5,4,20
28,88,2464
75161,984,73958424
5,96,480
8,65,520
17,37,629
28,4,112
97,7,679
10,76,760
0,51,0
4984,48,239232
51,41,2091
73,94,6862
46,20,920
60,93,5580
67,44,2948
4984,984,4904256
96,85,8160
47,1,47
8,94,752
89,56,4984
49,75,3675
40,43,1720
46516,1651,76797916
5,15,75
165,5465,901725
12,17,204
90,93,8370
80,74,5920
25,4,100
78,43,3354
68,40,2720
89,2,178
16,58,928
7,61,427
30,27,810
4,95,380
7,84,588
36,1,36
83,15,1245
15,2,30
84,28,2352
69,100,6900
79,14,1106
42,28,1176
90,73,6570
48,88,4224
41,25,1025
39,22,858
28,26,728
17,20,340
851,25,21275
657,451,296307
76,22,1672
-8417,1564,-13164188
69,30,2070
46,43,1978
71,27,1917
34,97,3298
1,70,70
5,89,445
-1,15,-15
54,17,918
1,0,0
1,21,21
31,66,2046
6,89,534
21,561,11781
58,7,406
494,20,9880
161,45,7245
61,49,2989
2,78,156
95,43,4085
63,88,5544
3578,1,1a
72,23,1656
7,94,658
97,3,291
70,43,3010
77,57,4389
62,85,5270
19,63,1197
35,85,2975
64,54,3456
489,2,978
74,84,6216
66,73,4818
98,51,4998
12,42,504
1,1,1
54,50,2700
12,25,300
68,78,5304
18,16,288
91,75,6825
38534,21,809214
65,28,1820
32,15,480
24,57,1368
18,75,1350
55,15,825
49,32,1568
98,789,77322
1,95,95
64,52,3328
83,69,5727
7,66,462
16,949,15184
86,54,4644
11,13,143
59,47,2773
4894,949,4644406
70,29,2030
30,98,2940
85,854,72590
37,48,1776
49,95,4655
52,74,3848
93,94,8742
26,27,702
7,0,0
14,101,1414
35,87,3045
9,68,612
12,99,1188
849849,132,112180068
32,27,864
949,24,22776
64,8,512
35,50,1750
14,17,238
45,56,2520
63,29,1827
70,73,5110
92,28,2576
16,11,176
31,77,2387
21,9549,200529
3,74,222
65,50,3250
84,47,3948
70,42,2940
66,8,528
72,72,5184
27,3,81
5465,16,87440
91,40,3640
6,58,348
156,72,11232
34,27,918
57,26,1482
6,1321,7926
71,34,2414
76,56,4256
8,498,3984
3,9494,28482
45,70,3150
77,78,6006
92,71,6532
6,1321,7926
18,87,1566
67,42,2814
35,23,805
94,62,5828
11,2,22
47,94,4418
35,42,1470
3,20,60
72,18,1296
798,5,3990
5415,451,2442165
10,425,4250
5,465,2325
6546,165,1080090
21,19,399
39,49,1911
2,2,4
14,212,2968
49,16,784
82,39,3198
2,18,36
9,79,711
85,60,5100
55,25,1375
4,59,236
656151,654,429122754
80,59,4720
0,4,0
7,3,21
44,20,880
72,82,5904
72,45,3240
78,31,2418
40,23,920
12,77,924
63,1,63
16,28,448
63,87,5481
24,35,840
98,88,8624
84,80,6720
100,51,5100
894894,4,3579576
83,88,7304
9,67,603
33,60,1980
100,3,300
91,46,4186
4984,48,239232
4894,0,0
80,29,2320
92,16,1472
46,77,3542
70,67,4690
100,59,5900
60,60,3600
4,7,28
98,4,392
2,545,1090
75,18,1350
8,27,216
20,13,260
28,48,1344
-12,#,#VALUE!
48,81,3888
,2,0
7,67,469
3203,0,0
684,61,41724
73,17,1241
55,70,3850
89,84,7476
-145165,1,-145165
24,2,48
86,51,4386
39,52,2028
81,92,7452
27,65,1755
84,41,3444
83,95,7885
35,33,1155
42,25,1050
83,10,830
53,24,1272
15,74,1110
2,80,160
84,60,5040
32,5,160
30,7,210
2,70,140
71,95,6745
87,24,2088
93,60,5580
51,69,3519
5,87,435
90,37,3330
5,4984,24920
19,61,1159
71,76,5396
27,82,2214
94,49,4606
26,29,754
8489,489,4151121
13,8,104
85,94,7990
1321,61,80581
80,36,2880
18,71,1278
91,63,5733
8494,1231,10456114
91,23,2093
24,41,984
79,10,790
55,28,1540
79,2,158
76,67,5092
16,56,896
19,46,874
16,9,144
3,2,6d
63,64,4032
71,48,3408
49,864684,42369516
90,54,4860
17,55,935
37,55,2035
27,67,1809
99,27,2673
24,10,240
23,69,1587
52,92,4784
24,798,19152
67,95,6365
45,75,3375
87,12,1044
47,74,3478
13,37,481
58,80,4640
74,18,1332
36,75,2700
6,95,570
14,12,168
43,88,3784
9,64,576
62,61,3782
515,2123,1093345
2,14,28
#,8,#VALUE!
8,26,208
57,29,1653
24,84,2016
9816,886,8696976
989,89,88021
9,789,120a
6,99,594
74,65,4810
49,45,2205
12,56464,677568
94,97,9118
81,95,7695
32,76,2432
35,40,1400
16,1,16
15,2,30
44,27,1188
4894,4984,24391696
15,36,540
61,27,1647
62,9,558
4,75,300
86,36,3096
78,50,3900
41,15,615
48,10,480
64,50,3200
4894,24,117456
6516,114,742824
489,0,0
77,23,1771
81,65,5265
21,13,273
68,44,2992
95,55,5225
62,36,2232
32,44,1408
70,93,6510
80,90,7200
23,33,759
1,57,57
26,76,1976
69,77,5313
89,19,1691
100,21,2100
52,18,936
75,28,2100
7,14,98
85,68,5780
37,75,2775
70,70,4900
76,85,6460
15,2,30
99,87,8613
82,26,2132
62,94,5828
97,54,5238
41,14,574
77,37,2849
90,83,7470
41,89,3649
20,34,680
48,39,1872
23,53,1219
65,100,6500
81,97,7857
47,48,2256
92,35,3220
10,47,470
24,949,22776
87,67,5829
85,25,2125
95,70,6650
39,58,2262
21,25,525
91,41,3731
94,52,4888
82,28,2296
31,1,31
26,20,520
59,90,5310
15,55,825
3,651,1953
7,18,126
24,23,552
36,60,2160
45,64964,2923380
6,33,198
66,17,1122
99,63,6237
33,21,693
96,50,4800
16,100,1600
101,52,5252
43,33,1419
91,949,86359
75,15,1125
16,5,80
45,27,1215
24,21,504
30,74,2220
51,38,1938
2,303223,606446
64,87,5568
33,29,957
15,87,1305
43,17,731
28,84,2352
29,99,2871
23,28,644
36,18,648
67,53,3551
57,90,5130
60,5,300
7,89,623
93,6,558
31,3,93
88,53,4664
33,3,99
24,12,288
62,21,1302
9,3,27
74,34,2516
15,37,555
15,48,720
30,8,240
89,96,8544
60,81,4860
49,9,441
478,4894,2339332
37,22,814
79,66,5214
33,75,2475
95,31,2945
24,949,22776
40,55,2200
82,41,3362
73,10,730
34,9,306
484,984,476256
68,49,3332
61,31,1891
53,40,2120
63,92,5796
7,90,630
32,58,1856
3,7,21
94,70,6580
61,36,2196
69,72,4968
8,89,712
63,5,315
94,74,6956
70,50,3500
4,414,1656
91,59,5369
73,52,3796
86,10,860
65,46,2990
8,1,8
73,36,2628
37,47,1739
82,53,4346
8,23,184
32,33,1056
84,59,4956
98,42,4116
6,70,420
53,97,5141
67,45,3015
849,1564,1327836
91,61,5551
21,25,525
72,92,6624
42,88,3696
13,23,299
651,15,9765
5,63,315
20,67,1340
70,61,4270
87,89,7743
22,7,154
41,42,1722
17,3,51
28,65,1820
69,32,2208
34,68,2312
40,92,3680
,27,0
57,63,3591
6,49,294
484,15,7260
4984,45,224280
41,26,1066
73,47,3431
1,59,59
35,88,3080
10,94,940
2,14,28
851616,45,38322720
-48,-5641,270768
93,46,4278
19,2,38
23,165,3795
4,84,336
96,56,5376
21,82,1722
4894,2,9788
30,22,660
50,37,1850
16,13,208
19,59,1121
36,69,2484
92,21,1932
56,35,1960
23,75,1725
118,48484,5721112
878,564,495192
50,46,2300
5646,5,28230
33,70,2310
90,5,450
86,67,5762
25,5,125
4798,2315,11107370
37,3,111
69,65,4485
96,15,1440
12,42,504
61,62,3782
498,28,13944
42,23,966
62,18,1116
71,42,2982
9,29,261
28,38,1064
80,23,1840
92,25,2300
41,52,2132
8,26,208
93,35,3255
37,82,3034
45,7,315
49,18,882
23,1651,37973
34,78,2652
27,33,891
62,42,2604
63,28,1764
24,498,21c
20,14,280
88,3,264
48,894,42912
8,919,7352
16,25,400
23,72,1656
50,62,3100
51,33,1683
54,94,5076
7,9,63
48,0,0
39,44,1716
156,16,2496
654,12,7848
6,7,42
515,17,8755
92,52,4784
15,83,1245
35,25,875
45,789,35505
40,56,2240
31,30,930
44,80,3520
75161,894,67193934
94,65,6110
95,42,3990
4894,2,9788
984,0,0
35,92,3220
93,50,4650
48,34,1632
43,4,172
32,63,2016
100,46,4600
93,68,6324
95,4,380
29,35,1015
55,21,1155
10,4949,49490
50,59,2950
21,651,13671
6,29,174
75,20,1500
165,4654,767910
12,19,228
23,91,2093
32,44,1408
73,19,1387
94,1,94
72,69,4968
82,3,246
78,54,4212
25,50,1250
9,8,72
48,86,4128
75,38,2850
65,73,4745
92,53,4876
75,92,6900
90,4,360
16,2,32
12,894894,10738728
91,89,8099
6,4654,27924
97,78,7566
23,6,138
59,91,5369
100,15,1500
22,895,19690
-46846,0,0
48,55,2640
67,92,6164
849849,949,806506701
12,13,156
49,165,8085
54,20,1080
90,1,90
24,494,11856
15,15,225
19,57,1083
77,96,7392
65,16,1040
16,72,1152
60,26,1560
7,42,294
38,27,1026
89,72,6408
46,69,3174
46,95,4370
12,42,504
44,90,3960
74,24,1776
70,12,840
3,43,129
95,34,3230
97,33,3201
79,11,869
44,21,924
2,90,180
94,96,9024
33,63,2079
58,54,3132
659,561,369699
71,54,3834
79,93,7347
49,58,2842
19,76,1444
56,97,5432
84825,1,84825
38,59,2242
7,61,427
6,41,246
51,45,2295
8,79,632
1,4,4
33,56,1848
70,36,2520
83,47,3901
98494,561,55255134
52,88,4576
93,80,7440
25,83,2075
59,87,5133
4,30,120
52,25,1300
81,1,81
90,95,8550
90,32,2880
55,49,2695
9,489,4401
98,27,2646
10,949,9490
69,87,6003
95,82,7790
985,18,17730
64,77,4928
56,26,1456
25,531,13275
94,85,7990
498,64,31872
95,99,9405
3,12,36
63,57,3591
32,15,480
24,28,672
87,82,7134
72,17,1224
19,984,18696
20,52,1040
23,92,2116
2442,15,36630
62,83,5146
98,89,8722
33,13,429
92,32,2944
3,49,147
75,25,1875
100,14,1400
9,18,162
36,2,72
37,100,3700
78,44,3432
5,45,225
75,72,5400
9,87,783
19,95,1805
30,48,1440
28,50,1400
72,36,2592
19,25,475
24,798,19152
87,64,5568
48,68,3264
84,22,1848
42,80,3360
21,2,42
61,41,2501
48,1,48
79,73,5767
22,10,220
65,55,3575
51515,14,721210
498,2,996
51,1,51
43,37,1591
77,36,2772
20,69,1380
48,61,2928
878,564,495192
74,38,2812
-5648,21,-118608
45,3,135
45,63,2835
4,48,192
230,5,1150
76,98,7448
54,64,3456
465,7,6d
89,84,7476
4,651,2604
20,91,1820
14,515,7210
60,73,4380
34,4,136
9,26,234
45,174,7830
80,13,1040
51,4897,249747
49,92,4508
82,23,1886
82,100,8200
99,31,3069
2,95,190
81,6,486
64,35,2240
29,54,1566
90,40,3600
6,86,516
43,12,516
55,12,660
32,38,1216
86,99,8514
42,54,2268
64,55,3520
32,10,320
28,85,2380
4165,2,8330
18,41,738
5,1651,8255
98,894,87612
58,53,3074
56,65,3640
874,94949,82985426
3,984,2952
7,13,91
56,11,616
11,42,462
10,41,410
66,37,2442
54,33,1782
35,38,1330
15,17,255
4,96,384
39,62,2418
65,19,1235
94,8,752
94,22,2068
57,48,2736
69,10,690
561,984,552024
33,40,1320
44,86,3784
97,6,582
41,24,984
91,14,1274
46,56,2576
93,22,2046
18,34,612
82,46,3772
22,100,2200
81,72,5832
39,90,3510
16,1,16
91,17,1547
456,4984,2272704
40,87,3480
32,26,832
18,100,1800
29,5,145
15,42,630
27,43,1161
73,81,5913
45,28,1260
81,53,4293
-21,4894,-102774
56,73,4088
86,90,7740
9,42,378
95,30,2850
83,23,1909
616,8,4928
77,53,4081
25,66,1650
29,37,1073
58,2,116
7,6,42
0,94,0
55,20,1100
100,17,1700
12,44,528
55,28,1540
73,67,4891
67,91,6097
67,64,4288
39,38,1482
24,321,7704
61,13,793
96,77,7392
89498,48,4295904
55,10,550
7,98,686
12,61,732
44,63,2772
34,70,2380
89,90,8010
23,98,2254
71,88,6248
91,9,819
59,23,1357
97,34,3298
24,69,1656
22,89,1958
14,90,1260
68,25,1700
17,27,459
75,91,6825
100,78,7800
1,85,85
498,2,8d
85,76,6460
46,9,414
55,58,3190
47,47,2209
4,15,60
2,30,60
18,99,1782
61,82,5002
77,92,7084
31,89,2759
86,56,4816
76,13,988
60,6,360
8,85,680
81,87,7047
50,39,1950
15,7,105
40,47,1880
515,2,1030
77,97,7469
100,32,3200
78,39,3042
44,10,440
59,39,2301
24,949,22776
50,82,4100
8,56,448
100,83,8300
41,36,1476
62,71,4402
93,88,8184
5,90,450
92,62,5704
32,31,992
55,75,4125
10,949,9490
1,50,50
-17,-24,408
11,59,649
-56545,14,-791630
31,23,713
4,52,208
66,10,660
43,53,2279
17,98,1666
94,9,846
92,4,368
56,96,5376
27,86,2322
49,20,980
28,46,1288
789,465,366885
29,95,2755
17,57,969
83,19,1577
15,51,765
56,15,840
1,16,16
91,35,3185
93,58,5394
98,11,1078
43,39,1677
100,44,4400
71,60,4260
33,15,495
60,51,3060
25,1,25
29,66,1914
49,52,2548
45,97,4365
37,52,1924
47,17,799
17,96,1632
23,24,552
35,7,245
48,57,2736
14,40,560
6,75,450
30,99,2970
69,15,1035
6,28,168
72,90,6480
22,465,10230
94,456,42864
26,52,1352
48,29,1392
66,59,3894
48,16,768
2,61,122
14,76,1064
96,34,3264
75,73,5475
2,51,102
59,70,4130
85,42,3570
67,694987,46564129
72,99,7128
38,87,3306
26,30,780
498,29,667b
98,34,3332
38,66,2508
55,50,2750
33,65,2145
60,33,1980
-256156,-54,13832424
24,7,168
72,81,5832
20,37,740
56,7,392
21,34,714
71,1,71
9,48,432
85,88,7480
34,84,2856
98,65,6370
34,47,1598
71,4,284
41,13,533
80,15,1200
35,69,2415
82,13,1066
13,8,104
9,561,5049
83,12,996
94,0,0
29,6,174
17,512,328192a
27,36,972
4984,12,59808
56,93,5208
49,26,1274
81,1,81
42,99,4158
93,16,1488
78,34,2652
40,96,3840
49,16,784
32,561,17952
27,31,837
23,11,253
40,4,160
61,12,732
21,651,13671
53,88,4664
18,76,1368
62,84,5208
28,60,1680
52,45,2340
12,18,216
82,21,1722
83,1,83
26,15,390
30,56,1680
28,66,1848
43,32,1376
5,94,470
85,98,8330
91,86,7826
36,80,2880
48,1,48
52,23,1196
84,85,7140
165,4654,767910
52,84,4368
100,8,800
23,231,5313
25,7,175
57,44,2508
29,1,29
85,32,2720
53,94,4982
23,94,2162
13,96,1248
73,41,2993
55,56,3080
22,1,22
54,12,648
13,65,845
94,90,8460
4,4894,19576
99,29,2871
68,76,5168
87,72,6264
29,21,609
984,4,3936
77,29,2233
16,494,7904
984,9494,9342096
67,52,3484
79,26,2054
27,41,1107
15,35,525
6,84,504
10,489,4890
66,74,4884
82,59,4838
515,42,21630
22,39,858
18,54,972
69,17,1173
40,80,3200
35,8,280
9,96,864
8978,1,8978
25,854,21350
96,49,4704
55,14,770
79,97,7663
66,91,6006
37,29,1073
14,2,28
44,5,220
0,141,0
95,69,6555
40,82,3280
99,59,5841
95,26,2470
21,,0
72,53,3816
498,894894,445657212
37,72,2664
984,5616,5526144
24,465,11160
81,11,891
92,9,828
80,16,1280
74,85,6290
70,19,1330
80,83,6640
11,70,770
66,45,2970
75,52,3900
8,33,264
63,83,5229
6,789,4734
78,3,234
98,58,5684
87,56,4872
43,85,3655
82,60,4920
81,59,4779
90,58,5220
67,36,2412
16,897,14352
43,56,2408
12,14,168
78,30,2340
897,94949,85169253
77,15,1155
100,79,7900
6,72,432
93,61,5673
24,0,0
165,498,82170
90,47,4230
21,48,1008
83,90,7470
24,31,744
75161,5,375805
48,2,96
20,60,1200
37,23,851
63,41,2583
52,14,728
4154,2,8308
79,3,237
15,6546,98190
35,61,2135
37,39,1443
67,28,1876
13,17,221
25,289,7225
100,84,8400
83,66,5478
95,52,4940
55,91,5005
36,11,396
14,4984,69776
61,19,1159
57,100,5700
66,97,6402
42,86,3612
45,81,3645
-48,954945,-45837360
76,17,1292
494,797,393718
58,12,696
89,949,84461
12,42,504
1,38,38
154,64894,9993676
67,35,2345
66,13,858
14,121,1694
19,69,1311
93,28,2604
39,59,2301
2,32,64
41,86,3526
6,42,252
36,33,1188
37,66,2442
97,56,5432
23,29,667b
1,84,84
12,81684,980208
17,74,1258
80,62,4960
